"State_From","State_To","Day","Num_Units","DataSource","Fmax","Buffer","SurgeCorrection","Lasso"
"Federal","Maryland","2020-04-17",15,"ihme",0.1,0.1,0.5,0.15
"Federal","Rhode Island","2020-04-17",13,"ihme",0.1,0.1,0.5,0.15
"Federal","North Dakota","2020-04-17",8,"ihme",0.1,0.1,0.5,0.15
"Federal","Alaska","2020-04-17",4,"ihme",0.1,0.1,0.5,0.15
"Federal","Connecticut","2020-04-18",97,"ihme",0.1,0.1,0.5,0.15
"Federal","Massachusetts","2020-04-18",96,"ihme",0.1,0.1,0.5,0.15
"Federal","Rhode Island","2020-04-18",32,"ihme",0.1,0.1,0.5,0.15
"Federal","Connecticut","2020-04-19",92,"ihme",0.1,0.1,0.5,0.15
"Federal","Rhode Island","2020-04-19",23,"ihme",0.1,0.1,0.5,0.15
"Federal","North Dakota","2020-04-19",14,"ihme",0.1,0.1,0.5,0.15
"Federal","Rhode Island","2020-04-21",25,"ihme",0.1,0.1,0.5,0.15
"Florida","New Jersey","2020-04-09",218,"ihme",0.1,0.1,0.5,0.2
"Pennsylvania","Connecticut","2020-04-09",143,"ihme",0.1,0.1,0.5,0.2
"Ohio","Massachusetts","2020-04-09",138,"ihme",0.1,0.1,0.5,0.2
"Georgia","New Jersey","2020-04-09",115,"ihme",0.1,0.1,0.5,0.2
"North Carolina","New Jersey","2020-04-09",98,"ihme",0.1,0.1,0.5,0.2
"Illinois","New York","2020-04-09",87,"ihme",0.1,0.1,0.5,0.2
"Tennessee","Connecticut","2020-04-09",82,"ihme",0.1,0.1,0.5,0.2
"Indiana","Massachusetts","2020-04-09",77,"ihme",0.1,0.1,0.5,0.2
"Missouri","Massachusetts","2020-04-09",74,"ihme",0.1,0.1,0.5,0.2
"Virginia","New Jersey","2020-04-09",71,"ihme",0.1,0.1,0.5,0.2
"Louisiana","New Jersey","2020-04-09",57,"ihme",0.1,0.1,0.5,0.2
"South Carolina","New Jersey","2020-04-09",53,"ihme",0.1,0.1,0.5,0.2
"Kentucky","Connecticut","2020-04-09",49,"ihme",0.1,0.1,0.5,0.2
"Alabama","New Jersey","2020-04-09",48,"ihme",0.1,0.1,0.5,0.2
"Minnesota","New York","2020-04-09",44,"ihme",0.1,0.1,0.5,0.2
"Wisconsin","New York","2020-04-09",44,"ihme",0.1,0.1,0.5,0.2
"Maryland","New Jersey","2020-04-09",41,"ihme",0.1,0.1,0.5,0.2
"Mississippi","New Jersey","2020-04-09",39,"ihme",0.1,0.1,0.5,0.2
"Arkansas","Connecticut","2020-04-09",33,"ihme",0.1,0.1,0.5,0.2
"Florida","Rhode Island","2020-04-09",28,"ihme",0.1,0.1,0.5,0.2
"Illinois","Massachusetts","2020-04-09",28,"ihme",0.1,0.1,0.5,0.2
"Iowa","New York","2020-04-09",28,"ihme",0.1,0.1,0.5,0.2
"West Virginia","Connecticut","2020-04-09",27,"ihme",0.1,0.1,0.5,0.2
"Delaware","New Jersey","2020-04-09",11,"ihme",0.1,0.1,0.5,0.2
"Maine","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.2
"New Hampshire","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.2
"Maryland","Connecticut","2020-04-09",9,"ihme",0.1,0.1,0.5,0.2
"Pennsylvania","Massachusetts","2020-04-09",9,"ihme",0.1,0.1,0.5,0.2
"Vermont","Massachusetts","2020-04-09",5,"ihme",0.1,0.1,0.5,0.2
"Federal","New Jersey","2020-04-12",128,"ihme",0.1,0.1,0.5,0.2
"Federal","Connecticut","2020-04-12",71,"ihme",0.1,0.1,0.5,0.2
"Federal","Massachusetts","2020-04-12",26,"ihme",0.1,0.1,0.5,0.2
"South Dakota","North Dakota","2020-04-12",2,"ihme",0.1,0.1,0.5,0.2
"Federal","New Jersey","2020-04-13",225,"ihme",0.1,0.1,0.5,0.2
"Federal","Connecticut","2020-04-14",121,"ihme",0.1,0.1,0.5,0.2
"Federal","Massachusetts","2020-04-14",104,"ihme",0.1,0.1,0.5,0.2
"Federal","Massachusetts","2020-04-15",145,"ihme",0.1,0.1,0.5,0.2
"Federal","Connecticut","2020-04-15",53,"ihme",0.1,0.1,0.5,0.2
"Federal","New Jersey","2020-04-15",27,"ihme",0.1,0.1,0.5,0.2
"Federal","Massachusetts","2020-04-16",82,"ihme",0.1,0.1,0.5,0.2
"Federal","Connecticut","2020-04-16",58,"ihme",0.1,0.1,0.5,0.2
"Federal","Rhode Island","2020-04-16",50,"ihme",0.1,0.1,0.5,0.2
"Federal","New Jersey","2020-04-16",29,"ihme",0.1,0.1,0.5,0.2
"Federal","Maryland","2020-04-16",6,"ihme",0.1,0.1,0.5,0.2
"Federal","Massachusetts","2020-04-17",145,"ihme",0.1,0.1,0.5,0.2
"Federal","Connecticut","2020-04-17",51,"ihme",0.1,0.1,0.5,0.2
"Federal","Rhode Island","2020-04-17",13,"ihme",0.1,0.1,0.5,0.2
"Federal","Maryland","2020-04-17",10,"ihme",0.1,0.1,0.5,0.2
"Federal","Alaska","2020-04-17",3,"ihme",0.1,0.1,0.5,0.2
"Federal","North Dakota","2020-04-17",3,"ihme",0.1,0.1,0.5,0.2
"Federal","Connecticut","2020-04-18",143,"ihme",0.1,0.1,0.5,0.2
"Federal","Rhode Island","2020-04-18",32,"ihme",0.1,0.1,0.5,0.2
"Federal","North Dakota","2020-04-18",17,"ihme",0.1,0.1,0.5,0.2
"Federal","Maryland","2020-04-18",5,"ihme",0.1,0.1,0.5,0.2
"Federal","Massachusetts","2020-04-18",5,"ihme",0.1,0.1,0.5,0.2
"Federal","Alaska","2020-04-18",1,"ihme",0.1,0.1,0.5,0.2
"Federal","Rhode Island","2020-04-19",23,"ihme",0.1,0.1,0.5,0.2
"Federal","Connecticut","2020-04-19",18,"ihme",0.1,0.1,0.5,0.2
"Federal","North Dakota","2020-04-19",7,"ihme",0.1,0.1,0.5,0.2
"Federal","Rhode Island","2020-04-21",17,"ihme",0.1,0.1,0.5,0.2
"Florida","New Jersey","2020-04-09",218,"ihme",0.1,0.1,0.5,0.25
"Pennsylvania","Connecticut","2020-04-09",152,"ihme",0.1,0.1,0.5,0.25
"Ohio","Connecticut","2020-04-09",126,"ihme",0.1,0.1,0.5,0.25
"Georgia","New Jersey","2020-04-09",115,"ihme",0.1,0.1,0.5,0.25
"Illinois","Massachusetts","2020-04-09",115,"ihme",0.1,0.1,0.5,0.25
"North Carolina","New Jersey","2020-04-09",98,"ihme",0.1,0.1,0.5,0.25
"Tennessee","New Jersey","2020-04-09",82,"ihme",0.1,0.1,0.5,0.25
"Indiana","Massachusetts","2020-04-09",77,"ihme",0.1,0.1,0.5,0.25
"Virginia","New Jersey","2020-04-09",71,"ihme",0.1,0.1,0.5,0.25
"South Carolina","New Jersey","2020-04-09",53,"ihme",0.1,0.1,0.5,0.25
"Kentucky","Connecticut","2020-04-09",49,"ihme",0.1,0.1,0.5,0.25
"Alabama","New Jersey","2020-04-09",48,"ihme",0.1,0.1,0.5,0.25
"Maryland","New Jersey","2020-04-09",44,"ihme",0.1,0.1,0.5,0.25
"Wisconsin","New York","2020-04-09",41,"ihme",0.1,0.1,0.5,0.25
"Florida","Rhode Island","2020-04-09",28,"ihme",0.1,0.1,0.5,0.25
"West Virginia","Connecticut","2020-04-09",16,"ihme",0.1,0.1,0.5,0.25
"Ohio","Massachusetts","2020-04-09",12,"ihme",0.1,0.1,0.5,0.25
"Delaware","New Jersey","2020-04-09",11,"ihme",0.1,0.1,0.5,0.25
"Maine","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.25
"New Hampshire","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.25
"West Virginia","New Jersey","2020-04-09",11,"ihme",0.1,0.1,0.5,0.25
"Vermont","Massachusetts","2020-04-09",5,"ihme",0.1,0.1,0.5,0.25
"Wisconsin","Massachusetts","2020-04-09",3,"ihme",0.1,0.1,0.5,0.25
"Federal","New Jersey","2020-04-12",203,"ihme",0.1,0.1,0.5,0.25
"Federal","Massachusetts","2020-04-12",22,"ihme",0.1,0.1,0.5,0.25
"South Dakota","North Dakota","2020-04-12",2,"ihme",0.1,0.1,0.5,0.25
"Federal","Connecticut","2020-04-13",132,"ihme",0.1,0.1,0.5,0.25
"Federal","New Jersey","2020-04-13",93,"ihme",0.1,0.1,0.5,0.25
"Federal","Massachusetts","2020-04-14",165,"ihme",0.1,0.1,0.5,0.25
"Federal","Connecticut","2020-04-14",60,"ihme",0.1,0.1,0.5,0.25
"Federal","Massachusetts","2020-04-15",207,"ihme",0.1,0.1,0.5,0.25
"Federal","Connecticut","2020-04-15",18,"ihme",0.1,0.1,0.5,0.25
"Federal","Connecticut","2020-04-16",93,"ihme",0.1,0.1,0.5,0.25
"Federal","Massachusetts","2020-04-16",82,"ihme",0.1,0.1,0.5,0.25
"Federal","Rhode Island","2020-04-16",50,"ihme",0.1,0.1,0.5,0.25
"Federal","Massachusetts","2020-04-17",145,"ihme",0.1,0.1,0.5,0.25
"Federal","Connecticut","2020-04-17",51,"ihme",0.1,0.1,0.5,0.25
"Federal","Rhode Island","2020-04-17",13,"ihme",0.1,0.1,0.5,0.25
"Federal","Maryland","2020-04-17",10,"ihme",0.1,0.1,0.5,0.25
"Federal","Alaska","2020-04-17",3,"ihme",0.1,0.1,0.5,0.25
"Federal","North Dakota","2020-04-17",3,"ihme",0.1,0.1,0.5,0.25
"Federal","Connecticut","2020-04-18",131,"ihme",0.1,0.1,0.5,0.25
"Federal","Rhode Island","2020-04-18",66,"ihme",0.1,0.1,0.5,0.25
"Federal","North Dakota","2020-04-18",17,"ihme",0.1,0.1,0.5,0.25
"Federal","Maryland","2020-04-18",5,"ihme",0.1,0.1,0.5,0.25
"Federal","Massachusetts","2020-04-18",5,"ihme",0.1,0.1,0.5,0.25
"Federal","North Dakota","2020-04-19",6,"ihme",0.1,0.1,0.5,0.25
"Florida","New Jersey","2020-04-09",218,"ihme",0.1,0.1,0.5,0.3
"Pennsylvania","Connecticut","2020-04-09",152,"ihme",0.1,0.1,0.5,0.3
"Ohio","Connecticut","2020-04-09",138,"ihme",0.1,0.1,0.5,0.3
"Georgia","New Jersey","2020-04-09",115,"ihme",0.1,0.1,0.5,0.3
"North Carolina","New Jersey","2020-04-09",98,"ihme",0.1,0.1,0.5,0.3
"Tennessee","New Jersey","2020-04-09",82,"ihme",0.1,0.1,0.5,0.3
"Virginia","New Jersey","2020-04-09",71,"ihme",0.1,0.1,0.5,0.3
"South Carolina","New Jersey","2020-04-09",53,"ihme",0.1,0.1,0.5,0.3
"Indiana","Connecticut","2020-04-09",46,"ihme",0.1,0.1,0.5,0.3
"Kentucky","New Jersey","2020-04-09",42,"ihme",0.1,0.1,0.5,0.3
"Maryland","New Jersey","2020-04-09",34,"ihme",0.1,0.1,0.5,0.3
"Indiana","Massachusetts","2020-04-09",31,"ihme",0.1,0.1,0.5,0.3
"Florida","Rhode Island","2020-04-09",28,"ihme",0.1,0.1,0.5,0.3
"West Virginia","New Jersey","2020-04-09",27,"ihme",0.1,0.1,0.5,0.3
"Delaware","New Jersey","2020-04-09",11,"ihme",0.1,0.1,0.5,0.3
"Maine","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.3
"New Hampshire","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.3
"Kentucky","Connecticut","2020-04-09",7,"ihme",0.1,0.1,0.5,0.3
"Vermont","Massachusetts","2020-04-09",5,"ihme",0.1,0.1,0.5,0.3
"Federal","Massachusetts","2020-04-12",190,"ihme",0.1,0.1,0.5,0.3
"Federal","Connecticut","2020-04-12",35,"ihme",0.1,0.1,0.5,0.3
"Federal","Massachusetts","2020-04-13",225,"ihme",0.1,0.1,0.5,0.3
"Federal","Connecticut","2020-04-14",157,"ihme",0.1,0.1,0.5,0.3
"Federal","New Jersey","2020-04-14",68,"ihme",0.1,0.1,0.5,0.3
"Federal","Massachusetts","2020-04-15",97,"ihme",0.1,0.1,0.5,0.3
"Federal","New Jersey","2020-04-15",90,"ihme",0.1,0.1,0.5,0.3
"Federal","Rhode Island","2020-04-15",38,"ihme",0.1,0.1,0.5,0.3
"Federal","Connecticut","2020-04-16",111,"ihme",0.1,0.1,0.5,0.3
"Federal","Massachusetts","2020-04-16",102,"ihme",0.1,0.1,0.5,0.3
"Federal","Rhode Island","2020-04-16",12,"ihme",0.1,0.1,0.5,0.3
"Federal","Massachusetts","2020-04-17",123,"ihme",0.1,0.1,0.5,0.3
"Federal","Connecticut","2020-04-17",51,"ihme",0.1,0.1,0.5,0.3
"Federal","Rhode Island","2020-04-17",32,"ihme",0.1,0.1,0.5,0.3
"Federal","North Dakota","2020-04-17",16,"ihme",0.1,0.1,0.5,0.3
"Federal","Alaska","2020-04-17",3,"ihme",0.1,0.1,0.5,0.3
"Federal","Connecticut","2020-04-18",122,"ihme",0.1,0.1,0.5,0.3
"Federal","Massachusetts","2020-04-18",56,"ihme",0.1,0.1,0.5,0.3
"Federal","Rhode Island","2020-04-18",36,"ihme",0.1,0.1,0.5,0.3
"Federal","North Dakota","2020-04-18",11,"ihme",0.1,0.1,0.5,0.3
"Federal","Rhode Island","2020-04-21",11,"ihme",0.1,0.1,0.5,0.3
"Florida","New Jersey","2020-04-09",159,"ihme",0.1,0.1,0.5,0.35
"Pennsylvania","Connecticut","2020-04-09",152,"ihme",0.1,0.1,0.5,0.35
"Georgia","New Jersey","2020-04-09",115,"ihme",0.1,0.1,0.5,0.35
"North Carolina","New Jersey","2020-04-09",98,"ihme",0.1,0.1,0.5,0.35
"Ohio","Connecticut","2020-04-09",86,"ihme",0.1,0.1,0.5,0.35
"Tennessee","New Jersey","2020-04-09",82,"ihme",0.1,0.1,0.5,0.35
"Indiana","Connecticut","2020-04-09",77,"ihme",0.1,0.1,0.5,0.35
"Virginia","New Jersey","2020-04-09",71,"ihme",0.1,0.1,0.5,0.35
"South Carolina","New Jersey","2020-04-09",53,"ihme",0.1,0.1,0.5,0.35
"Ohio","New Jersey","2020-04-09",52,"ihme",0.1,0.1,0.5,0.35
"Kentucky","New Jersey","2020-04-09",49,"ihme",0.1,0.1,0.5,0.35
"Maryland","New Jersey","2020-04-09",34,"ihme",0.1,0.1,0.5,0.35
"West Virginia","New Jersey","2020-04-09",27,"ihme",0.1,0.1,0.5,0.35
"Delaware","New Jersey","2020-04-09",11,"ihme",0.1,0.1,0.5,0.35
"Maine","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.35
"New Hampshire","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.35
"Vermont","Massachusetts","2020-04-09",5,"ihme",0.1,0.1,0.5,0.35
"Federal","Massachusetts","2020-04-12",225,"ihme",0.1,0.1,0.5,0.35
"South Dakota","North Dakota","2020-04-12",2,"ihme",0.1,0.1,0.5,0.35
"Federal","Connecticut","2020-04-13",160,"ihme",0.1,0.1,0.5,0.35
"Federal","Rhode Island","2020-04-13",40,"ihme",0.1,0.1,0.5,0.35
"Federal","Massachusetts","2020-04-13",25,"ihme",0.1,0.1,0.5,0.35
"Federal","Massachusetts","2020-04-14",165,"ihme",0.1,0.1,0.5,0.35
"Federal","Connecticut","2020-04-14",60,"ihme",0.1,0.1,0.5,0.35
"Federal","New Jersey","2020-04-15",129,"ihme",0.1,0.1,0.5,0.35
"Federal","Massachusetts","2020-04-15",43,"ihme",0.1,0.1,0.5,0.35
"Federal","Connecticut","2020-04-15",27,"ihme",0.1,0.1,0.5,0.35
"Federal","Rhode Island","2020-04-15",26,"ihme",0.1,0.1,0.5,0.35
"Federal","Massachusetts","2020-04-16",225,"ihme",0.1,0.1,0.5,0.35
"Federal","Connecticut","2020-04-17",135,"ihme",0.1,0.1,0.5,0.35
"Federal","Massachusetts","2020-04-17",60,"ihme",0.1,0.1,0.5,0.35
"Federal","Rhode Island","2020-04-17",25,"ihme",0.1,0.1,0.5,0.35
"Federal","North Dakota","2020-04-17",3,"ihme",0.1,0.1,0.5,0.35
"Federal","Alaska","2020-04-17",2,"ihme",0.1,0.1,0.5,0.35
"Federal","Connecticut","2020-04-18",122,"ihme",0.1,0.1,0.5,0.35
"Federal","Massachusetts","2020-04-18",78,"ihme",0.1,0.1,0.5,0.35
"Federal","Rhode Island","2020-04-18",20,"ihme",0.1,0.1,0.5,0.35
"Federal","North Dakota","2020-04-18",5,"ihme",0.1,0.1,0.5,0.35
"Federal","Rhode Island","2020-04-19",24,"ihme",0.1,0.1,0.5,0.35
"Federal","North Dakota","2020-04-19",15,"ihme",0.1,0.1,0.5,0.35
"Federal","Rhode Island","2020-04-20",21,"ihme",0.1,0.1,0.5,0.35
"Pennsylvania","Connecticut","2020-04-09",152,"ihme",0.1,0.1,0.5,0.4
"Ohio","New Jersey","2020-04-09",138,"ihme",0.1,0.1,0.5,0.4
"Georgia","New Jersey","2020-04-09",115,"ihme",0.1,0.1,0.5,0.4
"North Carolina","New Jersey","2020-04-09",98,"ihme",0.1,0.1,0.5,0.4
"Tennessee","New Jersey","2020-04-09",82,"ihme",0.1,0.1,0.5,0.4
"Virginia","New Jersey","2020-04-09",71,"ihme",0.1,0.1,0.5,0.4
"South Carolina","New Jersey","2020-04-09",53,"ihme",0.1,0.1,0.5,0.4
"Indiana","New Jersey","2020-04-09",50,"ihme",0.1,0.1,0.5,0.4
"Kentucky","New Jersey","2020-04-09",49,"ihme",0.1,0.1,0.5,0.4
"Maryland","New Jersey","2020-04-09",37,"ihme",0.1,0.1,0.5,0.4
"Indiana","Connecticut","2020-04-09",27,"ihme",0.1,0.1,0.5,0.4
"West Virginia","New Jersey","2020-04-09",27,"ihme",0.1,0.1,0.5,0.4
"Delaware","New Jersey","2020-04-09",11,"ihme",0.1,0.1,0.5,0.4
"Maine","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.4
"New Hampshire","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.4
"Vermont","Massachusetts","2020-04-09",5,"ihme",0.1,0.1,0.5,0.4
"South Dakota","North Dakota","2020-04-10",5,"ihme",0.1,0.1,0.5,0.4
"Federal","Connecticut","2020-04-12",145,"ihme",0.1,0.1,0.5,0.4
"Federal","Massachusetts","2020-04-12",80,"ihme",0.1,0.1,0.5,0.4
"Federal","Massachusetts","2020-04-13",225,"ihme",0.1,0.1,0.5,0.4
"Federal","Massachusetts","2020-04-14",225,"ihme",0.1,0.1,0.5,0.4
"Federal","Connecticut","2020-04-15",225,"ihme",0.1,0.1,0.5,0.4
"Federal","Massachusetts","2020-04-16",153,"ihme",0.1,0.1,0.5,0.4
"Federal","Connecticut","2020-04-16",72,"ihme",0.1,0.1,0.5,0.4
"Federal","Rhode Island","2020-04-17",91,"ihme",0.1,0.1,0.5,0.4
"Federal","Connecticut","2020-04-17",76,"ihme",0.1,0.1,0.5,0.4
"Federal","Massachusetts","2020-04-17",58,"ihme",0.1,0.1,0.5,0.4
"Federal","Connecticut","2020-04-18",122,"ihme",0.1,0.1,0.5,0.4
"Federal","Massachusetts","2020-04-18",66,"ihme",0.1,0.1,0.5,0.4
"Federal","Rhode Island","2020-04-18",32,"ihme",0.1,0.1,0.5,0.4
"Federal","North Dakota","2020-04-18",5,"ihme",0.1,0.1,0.5,0.4
"Federal","Rhode Island","2020-04-19",33,"ihme",0.1,0.1,0.5,0.4
"Federal","North Dakota","2020-04-19",9,"ihme",0.1,0.1,0.5,0.4
"Ohio","New Jersey","2020-04-09",138,"ihme",0.1,0.1,0.5,0.45
"Georgia","New Jersey","2020-04-09",115,"ihme",0.1,0.1,0.5,0.45
"North Carolina","New Jersey","2020-04-09",98,"ihme",0.1,0.1,0.5,0.45
"Pennsylvania","Connecticut","2020-04-09",97,"ihme",0.1,0.1,0.5,0.45
"Indiana","New Jersey","2020-04-09",77,"ihme",0.1,0.1,0.5,0.45
"Virginia","New Jersey","2020-04-09",71,"ihme",0.1,0.1,0.5,0.45
"Pennsylvania","New Jersey","2020-04-09",55,"ihme",0.1,0.1,0.5,0.45
"South Carolina","New Jersey","2020-04-09",53,"ihme",0.1,0.1,0.5,0.45
"Kentucky","New Jersey","2020-04-09",49,"ihme",0.1,0.1,0.5,0.45
"Maryland","New Jersey","2020-04-09",37,"ihme",0.1,0.1,0.5,0.45
"West Virginia","New Jersey","2020-04-09",27,"ihme",0.1,0.1,0.5,0.45
"Delaware","New Jersey","2020-04-09",11,"ihme",0.1,0.1,0.5,0.45
"Maine","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.45
"New Hampshire","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.45
"Vermont","Massachusetts","2020-04-09",5,"ihme",0.1,0.1,0.5,0.45
"South Dakota","North Dakota","2020-04-10",5,"ihme",0.1,0.1,0.5,0.45
"Federal","Massachusetts","2020-04-12",225,"ihme",0.1,0.1,0.5,0.45
"Federal","Connecticut","2020-04-13",163,"ihme",0.1,0.1,0.5,0.45
"Federal","Massachusetts","2020-04-13",62,"ihme",0.1,0.1,0.5,0.45
"Federal","Connecticut","2020-04-14",225,"ihme",0.1,0.1,0.5,0.45
"Federal","Massachusetts","2020-04-15",225,"ihme",0.1,0.1,0.5,0.45
"Federal","Massachusetts","2020-04-16",147,"ihme",0.1,0.1,0.5,0.45
"Federal","Rhode Island","2020-04-16",78,"ihme",0.1,0.1,0.5,0.45
"Federal","Connecticut","2020-04-17",212,"ihme",0.1,0.1,0.5,0.45
"Federal","Rhode Island","2020-04-17",13,"ihme",0.1,0.1,0.5,0.45
"Federal","Massachusetts","2020-04-18",142,"ihme",0.1,0.1,0.5,0.45
"Federal","Connecticut","2020-04-18",57,"ihme",0.1,0.1,0.5,0.45
"Federal","North Dakota","2020-04-18",14,"ihme",0.1,0.1,0.5,0.45
"Federal","Rhode Island","2020-04-18",12,"ihme",0.1,0.1,0.5,0.45
"Federal","Connecticut","2020-04-19",57,"ihme",0.1,0.1,0.5,0.45
"Federal","Rhode Island","2020-04-19",53,"ihme",0.1,0.1,0.5,0.45
"Ohio","New Jersey","2020-04-09",138,"ihme",0.1,0.1,0.5,0.5
"Pennsylvania","New Jersey","2020-04-09",107,"ihme",0.1,0.1,0.5,0.5
"North Carolina","New Jersey","2020-04-09",98,"ihme",0.1,0.1,0.5,0.5
"Virginia","New Jersey","2020-04-09",71,"ihme",0.1,0.1,0.5,0.5
"South Carolina","New Jersey","2020-04-09",53,"ihme",0.1,0.1,0.5,0.5
"Pennsylvania","Connecticut","2020-04-09",45,"ihme",0.1,0.1,0.5,0.5
"Kentucky","New Jersey","2020-04-09",34,"ihme",0.1,0.1,0.5,0.5
"Maryland","New Jersey","2020-04-09",34,"ihme",0.1,0.1,0.5,0.5
"West Virginia","New Jersey","2020-04-09",27,"ihme",0.1,0.1,0.5,0.5
"Delaware","New Jersey","2020-04-09",11,"ihme",0.1,0.1,0.5,0.5
"Maine","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.5
"New Hampshire","Massachusetts","2020-04-09",11,"ihme",0.1,0.1,0.5,0.5
"Vermont","Massachusetts","2020-04-09",5,"ihme",0.1,0.1,0.5,0.5
"South Dakota","North Dakota","2020-04-10",5,"ihme",0.1,0.1,0.5,0.5
"Federal","Massachusetts","2020-04-12",225,"ihme",0.1,0.1,0.5,0.5
"Federal","Connecticut","2020-04-13",145,"ihme",0.1,0.1,0.5,0.5
"Federal","Massachusetts","2020-04-13",80,"ihme",0.1,0.1,0.5,0.5
"Federal","Massachusetts","2020-04-14",225,"ihme",0.1,0.1,0.5,0.5
"Federal","Connecticut","2020-04-15",225,"ihme",0.1,0.1,0.5,0.5
